SPECIES,id_level,nei_levels,excluded,farmed,wild_caught,farmed_only
CUN,Species,NA,included,NA,yes,NA
YFH,Species,NA,included,NA,yes,NA
YFM,Species,NA,included,NA,yes,NA
WRA,Nei,family,included,NA,yes,NA
PRR,Species,NA,included,NA,yes,NA
USW,Species,NA,included,NA,yes,NA
USY,Species,NA,included,NA,yes,NA
BMK,Species,NA,included,yes,yes,NA
PWT,Nei,family,included,NA,yes,NA
OAZ,Species,NA,included,NA,yes,NA
ANW,Nei,family,included,NA,yes,NA
FPJ,Species,NA,included,NA,yes,NA
CTA,Species,NA,included,NA,yes,NA
HAW,Species,NA,included,NA,yes,NA
TAK,Species,NA,included,NA,yes,NA
MOW,Nei,genus,included,NA,yes,NA
TRU,Nei,family,included,NA,yes,NA
OLX,Species,NA,included,yes,NA,yes
OYO,Species,NA,included,NA,yes,NA
TGA,Species,NA,included,NA,yes,NA
FOT,Species,NA,included,yes,yes,NA
GAL,Species,NA,included,NA,yes,NA
PET,Species,NA,included,NA,yes,NA
OYD,Species,NA,included,NA,yes,NA
THF,Nei,family,included,NA,yes,NA
PGR,Species,NA,included,NA,yes,NA
BVG,Species,NA,included,NA,yes,NA
BLP,Species,NA,included,NA,yes,NA
TOA,Species,NA,included,NA,yes,NA
TOP,Species,NA,included,NA,yes,NA
NOR,Species,NA,included,NA,yes,NA
NOG,Species,NA,included,NA,yes,NA
NON,Species,NA,included,NA,yes,NA
NOS,Species,NA,included,NA,yes,NA
NOC,Species,NA,included,NA,yes,NA
NOK,Species,NA,included,NA,yes,NA
NOA,Species,NA,included,NA,yes,NA
NOL,Species,NA,included,NA,yes,NA
NOD,Species,NA,included,NA,yes,NA
NOZ,Species,NA,included,NA,yes,NA
NNY,Species,NA,included,NA,yes,NA
NOT,Species,NA,included,NA,yes,NA
PAT,Species,NA,included,NA,yes,NA
GHP,Species,NA,included,NA,yes,NA
TRL,Species,NA,included,NA,yes,NA
TRT,Nei,genus,included,NA,yes,NA
TRH,Species,NA,included,NA,yes,NA
ANS,Species,NA,included,NA,yes,NA
NOX,Nei,family,included,NA,yes,NA
PGE,Species,NA,included,NA,yes,NA
CHW,Species,NA,included,NA,yes,NA
JIC,Species,NA,included,NA,yes,NA
SSI,Species,NA,included,NA,yes,NA
ANI,Species,NA,included,NA,yes,NA
CES,Species,NA,included,NA,yes,NA
SGI,Species,NA,included,NA,yes,NA
KIF,Species,NA,included,NA,yes,NA
TIC,Species,NA,included,NA,yes,NA
MIC,Species,NA,included,NA,yes,NA
LIC,Species,NA,included,NA,yes,NA
WIC,Species,NA,included,NA,yes,NA
ICX,Nei,family,included,NA,yes,NA
AIB,Nei,family,included,NA,yes,NA
EPI,Species,NA,included,NA,yes,NA
CDL,Nei,genus,included,NA,yes,NA
PRC,Nei,order,included,yes,yes,NA
CAA,Species,NA,included,yes,yes,NA
CAB,Species,NA,included,NA,yes,NA
CAS,Species,NA,included,yes,yes,NA
CAT,Nei,genus,included,NA,yes,NA
ELP,Species,NA,included,NA,yes,NA
OPT,Species,NA,included,NA,yes,NA
ELZ,Nei,genus,included,NA,yes,NA
PAS,Species,NA,included,NA,yes,NA
ABZ,Species,NA,included,NA,yes,NA
SAN,Nei,genus,included,NA,yes,NA
FLA,Species,NA,included,NA,yes,NA
ROJ,Species,NA,included,NA,yes,NA
UPR,Species,NA,included,NA,yes,NA
NEB,Species,NA,included,NA,yes,NA
PJR,Species,NA,included,NA,yes,NA
JPC,Species,NA,included,NA,yes,NA
WEG,Species,NA,included,NA,yes,NA
TOZ,Species,NA,included,NA,yes,NA
WEX,Nei,genus,included,NA,yes,NA
TRA,Nei,family,included,NA,yes,NA
UUC,Species,NA,included,NA,yes,NA
STZ,Species,NA,included,NA,yes,NA
JAS,Species,NA,included,NA,yes,NA
DOM,Species,NA,included,yes,NA,yes
DMM,Species,NA,included,NA,yes,NA
GBD,Species,NA,included,NA,yes,NA
GBM,Species,NA,included,yes,NA,yes
FGB,Nei,family,included,yes,yes,NA
GBN,Species,NA,included,NA,yes,NA
FIM,Species,NA,included,NA,yes,NA
NBU,Species,NA,included,NA,yes,NA
BFP,Species,NA,included,yes,NA,yes
MBF,Species,NA,included,NA,yes,NA
IYL,Species,NA,included,NA,yes,NA
FGX,Nei,family,included,yes,yes,NA
GPA,Nei,family,included,yes,yes,NA
AVQ,Species,NA,included,NA,yes,NA
NAS,Species,NA,included,NA,yes,NA
SUR,Nei,family,included,NA,yes,NA
RSM,Species,NA,included,NA,yes,NA
LXR,Species,NA,included,yes,NA,yes
BAT,Nei,genus,included,NA,yes,NA
HRF,Species,NA,included,yes,NA,yes
HTZ,Species,NA,included,NA,yes,NA
SPA,Nei,family,included,NA,yes,NA
SCT,Nei,genus,included,yes,yes,NA
IGV,Species,NA,included,yes,NA,yes
SRI,Species,NA,included,yes,yes,NA
SCN,Species,NA,included,yes,NA,yes
IGU,Species,NA,included,NA,yes,NA
SPI,Nei,genus,included,yes,yes,NA
BON,Species,NA,included,NA,yes,NA
BIP,Species,NA,included,NA,yes,NA
BEP,Species,NA,included,NA,yes,NA
BAU,Species,NA,included,NA,yes,NA
MAS,Species,NA,included,yes,yes,NA
MAC,Species,NA,included,NA,yes,NA
MAA,Species,NA,included,NA,yes,NA
VMA,Species,NA,included,NA,yes,NA
MAZ,Nei,genus,included,NA,yes,NA
BOP,Species,NA,included,NA,yes,NA
WAH,Species,NA,included,NA,yes,NA
DOT,Species,NA,included,NA,yes,NA
RAB,Species,NA,included,NA,yes,NA
RAG,Species,NA,included,NA,yes,NA
RAX,Nei,genus,included,NA,yes,NA
COM,Species,NA,included,NA,yes,NA
GUT,Species,NA,included,NA,yes,NA
STS,Species,NA,included,NA,yes,NA
KGM,Species,NA,included,NA,yes,NA
SSM,Species,NA,included,NA,yes,NA
CER,Species,NA,included,NA,yes,NA
SIE,Species,NA,included,NA,yes,NA
MAW,Species,NA,included,NA,yes,NA
NPH,Species,NA,included,NA,yes,NA
BBM,Species,NA,included,NA,yes,NA
BRS,Species,NA,included,NA,yes,NA
KGX,Nei,genus,included,NA,yes,NA
BUK,Species,NA,included,NA,yes,NA
FRI,Species,NA,included,NA,yes,NA
BLT,Species,NA,included,NA,yes,NA
FRZ,Nei,mixed species,included,NA,yes,NA
LTA,Species,NA,included,NA,yes,NA
BKJ,Species,NA,included,NA,yes,NA
KAW,Species,NA,included,NA,yes,NA
SKJ,Species,NA,included,NA,yes,NA
BFT,Species,NA,included,yes,yes,NA
PBF,Species,NA,included,yes,yes,NA
LOT,Species,NA,included,NA,yes,NA
BLF,Species,NA,included,NA,yes,NA
ALB,Species,NA,included,NA,yes,NA
SBF,Species,NA,included,yes,yes,NA
YFT,Species,NA,included,yes,yes,NA
BET,Species,NA,included,NA,yes,NA
SLT,Species,NA,included,NA,yes,NA
MAX,Nei,family,included,yes,yes,NA
SFA,Species,NA,included,NA,yes,NA
SAI,Species,NA,included,NA,yes,NA
BUM,Species,NA,included,NA,yes,NA
BLM,Species,NA,included,NA,yes,NA
BXQ,Nei,genus,included,NA,yes,NA
MSP,Species,NA,included,NA,yes,NA
MLS,Species,NA,included,NA,yes,NA
WHM,Species,NA,included,NA,yes,NA
SSP,Species,NA,included,NA,yes,NA
SPF,Species,NA,included,NA,yes,NA
RSP,Species,NA,included,NA,yes,NA
BIL,Nei,family,included,NA,yes,NA
SWO,Species,NA,included,NA,yes,NA
SNK,Species,NA,included,NA,yes,NA
WSM,Species,NA,included,NA,yes,NA
LEC,Species,NA,included,NA,yes,NA
OIL,Species,NA,included,NA,yes,NA
TEZ,Species,NA,included,NA,yes,NA
GEM,Species,NA,included,NA,yes,NA
PRP,Species,NA,included,NA,yes,NA
GEP,Nei,family,included,NA,yes,NA
BEH,Nei,genus,included,NA,yes,NA
LHT,Species,NA,included,NA,yes,NA
SFS,Species,NA,included,NA,yes,NA
BSF,Species,NA,included,NA,yes,NA
APH,Species,NA,included,NA,yes,NA
CUT,Nei,family,included,NA,yes,NA
TUX,Nei,order,included,NA,yes,NA
BLB,Species,NA,included,NA,yes,NA
TMB,Species,NA,included,NA,yes,NA
BWB,Species,NA,included,NA,yes,NA
SIP,Species,NA,included,NA,yes,NA
XPO,Nei,genus,included,NA,yes,NA
ERP,Species,NA,included,NA,yes,NA
BUT,Species,NA,included,NA,yes,NA
PPO,Species,NA,included,NA,yes,NA
WPM,Species,NA,included,NA,yes,NA
YQP,Species,NA,included,NA,yes,NA
BTG,Nei,genus,included,NA,yes,NA
BUX,Nei,family,included,NA,yes,NA
DRI,Species,NA,included,NA,yes,NA
FPC,Species,NA,included,yes,yes,NA
UBA,Species,NA,included,NA,yes,NA
UBP,Species,NA,included,NA,yes,NA
CEO,Species,NA,included,NA,yes,NA
HDV,Species,NA,included,NA,yes,NA
SEY,Species,NA,included,NA,yes,NA
HDW,Species,NA,included,NA,yes,NA
SEO,Species,NA,included,NA,yes,NA
SEM,Species,NA,included,NA,yes,NA
SEP,Species,NA,included,NA,yes,NA
SEU,Species,NA,included,NA,yes,NA
BSP,Nei,genus,included,NA,yes,NA
BWA,Species,NA,included,NA,yes,NA
HGY,Species,NA,included,NA,yes,NA
HYW,Species,NA,included,NA,yes,NA
BUP,Species,NA,included,NA,yes,NA
CEN,Nei,family,included,NA,yes,NA
FGG,Species,NA,included,yes,yes,NA
FGS,Species,NA,included,yes,yes,NA
TGH,Species,NA,included,NA,yes,NA
GOM,Nei,genus,included,yes,NA,yes
FGO,Species,NA,included,yes,yes,NA
YRS,Species,NA,included,NA,yes,NA
BAC,Species,NA,included,NA,yes,NA
YRB,Species,NA,included,NA,yes,NA
YRG,Species,NA,included,NA,yes,NA
GBA,Species,NA,included,NA,yes,NA
YRE,Species,NA,included,NA,yes,NA
BAN,Species,NA,included,NA,yes,NA
BAR,Nei,genus,included,NA,yes,NA
SJJ,Species,NA,included,NA,yes,NA
BLE,Nei,family,included,NA,yes,NA
CNA,Species,NA,included,yes,yes,NA
CNP,Species,NA,included,yes,NA,yes
FSS,Species,NA,included,yes,yes,NA
FIS,Species,NA,included,yes,yes,NA
KNA,Species,NA,included,yes,NA,yes
FSN,Nei,genus,included,yes,yes,NA
QFW,Species,NA,included,NA,yes,NA
QRX,Nei,genus,included,yes,NA,yes
UCM,Species,NA,included,NA,yes,NA
REG,Species,NA,included,NA,yes,NA
SFV,Species,NA,included,NA,yes,NA
WRO,Species,NA,included,NA,yes,NA
YRO,Species,NA,included,NA,yes,NA
SFP,Species,NA,included,NA,yes,NA
SEQ,Species,NA,included,NA,yes,NA
SED,Species,NA,included,NA,yes,NA
SFY,Species,NA,included,NA,yes,NA
OPP,Species,NA,included,NA,yes,NA
SFW,Species,NA,included,NA,yes,NA
REB,Species,NA,included,NA,yes,NA
REC,Species,NA,included,NA,yes,NA
SPG,Species,NA,included,NA,yes,NA
SGO,Species,NA,included,NA,yes,NA
SFO,Species,NA,included,NA,yes,NA
SFJ,Species,NA,included,NA,yes,NA
SFD,Species,NA,included,NA,yes,NA
SFE,Species,NA,included,NA,yes,NA
SFK,Species,NA,included,NA,yes,NA
SFL,Species,NA,included,yes,NA,yes
RMG,Species,NA,included,NA,yes,NA
RPJ,Species,NA,included,NA,yes,NA
RRV,Species,NA,included,NA,yes,NA
RVN,Species,NA,included,NA,yes,NA
RVB,Species,NA,included,NA,yes,NA
RVR,Species,NA,included,NA,yes,NA
RVM,Species,NA,included,NA,yes,NA
RFC,Species,NA,included,NA,yes,NA
REQ,Species,NA,included,NA,yes,NA
QYR,Species,NA,included,NA,yes,NA
QYS,Species,NA,included,NA,yes,NA
QYT,Species,NA,included,NA,yes,NA
QYV,Species,NA,included,NA,yes,NA
RED,Nei,genus,included,NA,yes,NA
BBS,Species,NA,included,NA,yes,NA
RSE,Species,NA,included,NA,yes,NA
SNQ,Species,NA,included,NA,yes,NA
EZS,Species,NA,included,NA,yes,NA
BRF,Species,NA,included,NA,yes,NA
HFR,Species,NA,included,NA,yes,NA
POI,Species,NA,included,NA,yes,NA
PZO,Species,NA,included,NA,yes,NA
SJU,Species,NA,included,NA,yes,NA
SJZ,Species,NA,included,NA,yes,NA
TZY,Species,NA,included,NA,yes,NA
SCO,Nei,family,included,yes,yes,NA
GUN,Species,NA,included,NA,yes,NA
KUG,Species,NA,included,NA,yes,NA
GUU,Species,NA,included,NA,yes,NA
CTZ,Species,NA,included,NA,yes,NA
GUC,Species,NA,included,NA,yes,NA
GUR,Species,NA,included,NA,yes,NA
LDY,Species,NA,included,NA,yes,NA
SRA,Nei,genus,included,NA,yes,NA
BEG,Species,NA,included,NA,yes,NA
JGU,Species,NA,included,NA,yes,NA
GUG,Species,NA,included,NA,yes,NA
GUX,Nei,family,included,NA,yes,NA
CLI,Species,NA,included,NA,yes,NA
ATK,Species,NA,included,yes,yes,NA
HUM,Species,NA,included,NA,yes,NA
HXQ,Species,NA,included,NA,yes,NA
ESZ,Species,NA,included,NA,yes,NA
SAB,Species,NA,included,NA,yes,NA
GMK,Species,NA,included,NA,yes,NA
FLI,Species,NA,included,NA,yes,NA
FLH,Nei,family,included,NA,yes,NA
ZSP,Species,NA,included,NA,yes,NA
MXV,Species,NA,included,NA,yes,NA
SCU,Nei,genus,included,NA,yes,NA
SMQ,Species,NA,included,NA,yes,NA
SWU,Nei,family,included,NA,yes,NA
NRC,Species,NA,included,NA,yes,NA
AFT,Species,NA,included,NA,yes,NA
LUM,Species,NA,included,NA,yes,NA
LIH,Species,NA,included,yes,NA,yes
TZK,Species,NA,included,NA,yes,NA
DYL,Species,NA,included,NA,yes,NA
MSF,Species,NA,included,NA,yes,NA
OUN,Species,NA,included,NA,yes,NA
LEF,Nei,family,included,yes,yes,NA
HAL,Species,NA,included,yes,yes,NA
HAP,Species,NA,included,NA,yes,NA
PLE,Species,NA,included,NA,yes,NA
ALP,Species,NA,included,NA,yes,NA
RFE,Species,NA,included,NA,yes,NA
GHL,Species,NA,included,NA,yes,NA
ARF,Species,NA,included,NA,yes,NA
KAF,Species,NA,included,NA,yes,NA
EOJ,Species,NA,included,NA,yes,NA
WIT,Species,NA,included,NA,yes,NA
PLA,Species,NA,included,NA,yes,NA
FTS,Species,NA,included,NA,yes,NA
EOL,Species,NA,included,NA,yes,NA
YES,Species,NA,included,NA,yes,NA
YEL,Species,NA,included,NA,yes,NA
DAB,Species,NA,included,NA,yes,NA
ROS,Species,NA,included,NA,yes,NA
MIP,Species,NA,included,NA,yes,NA
LEM,Species,NA,included,NA,yes,NA
FLE,Species,NA,included,yes,yes,NA
PWQ,Species,NA,included,NA,yes,NA
YSE,Species,NA,included,NA,yes,NA
YFL,Species,NA,included,NA,yes,NA
FLW,Species,NA,included,NA,yes,NA
FSA,Nei,genus,included,NA,yes,NA
NYD,Species,NA,included,NA,yes,NA
NYV,Species,NA,included,NA,yes,NA
PLZ,Nei,family,included,yes,yes,NA
SOL,Species,NA,included,yes,yes,NA
SOS,Species,NA,included,NA,yes,NA
OAL,Species,NA,included,yes,yes,NA
SOO,Nei,genus,included,yes,NA,yes
CET,Species,NA,included,NA,yes,NA
ICI,Species,NA,included,NA,yes,NA
SOW,Species,NA,included,NA,yes,NA
SOE,Species,NA,included,NA,yes,NA
SOA,Nei,genus,included,NA,yes,NA
THS,Nei,genus,included,NA,yes,NA
SOX,Nei,family,included,yes,yes,NA
YFU,Species,NA,included,NA,yes,NA
TOX,Nei,family,included,NA,yes,NA
MEG,Species,NA,included,NA,yes,NA
LDB,Species,NA,included,NA,yes,NA
LEZ,Nei,genus,included,NA,yes,NA
BLL,Species,NA,included,yes,yes,NA
FLD,Species,NA,included,NA,yes,NA
TUR,Species,NA,included,yes,yes,NA
SCF,Nei,family,included,NA,yes,NA
CIL,Species,NA,included,NA,yes,NA
CIT,Nei,family,included,NA,yes,NA
HAI,Species,NA,included,NA,yes,NA
SOT,Species,NA,included,NA,yes,NA
IYO,Species,NA,included,NA,yes,NA
YLP,Species,NA,included,NA,yes,NA
BAH,Species,NA,included,yes,yes,NA
YSF,Species,NA,included,NA,yes,NA
FLS,Species,NA,included,NA,yes,NA
YSO,Species,NA,included,NA,yes,NA
BAX,Nei,genus,included,yes,yes,NA
MMM,Species,NA,included,NA,yes,NA
FLX,Nei,order,included,yes,yes,NA
BXF,Nei,family,included,NA,yes,NA
LFL,Species,NA,included,NA,yes,NA
LFZ,Species,NA,included,NA,yes,NA
PUF,Species,NA,included,NA,yes,NA
PUA,Nei,genus,included,NA,yes,NA
TXK,Species,NA,included,yes,NA,yes
TZO,Species,NA,included,yes,NA,yes
TXV,Nei,genus,included,yes,NA,yes
PUX,Nei,family,included,NA,yes,NA
ALJ,Species,NA,included,NA,yes,NA
MOX,Species,NA,included,NA,yes,NA
FLF,Nei,genus,included,yes,yes,NA
FIL,Species,NA,included,NA,yes,NA
KOY,Species,NA,included,NA,yes,NA
PKB,Species,NA,included,NA,yes,NA
FFX,Nei,family,included,yes,yes,NA
TRG,Species,NA,included,NA,yes,NA
BLV,Species,NA,included,NA,yes,NA
NHR,Species,NA,included,NA,yes,NA
ONI,Species,NA,included,NA,yes,NA
TRI,Nei,family,included,NA,yes,NA
JMX,Nei,family,included,NA,yes,NA
BAY,Species,NA,included,NA,yes,NA
BHD,Species,NA,included,NA,yes,NA
TFD,Nei,family,included,NA,yes,NA
MON,Species,NA,included,NA,yes,NA
ANK,Species,NA,included,NA,yes,NA
ANG,Species,NA,included,NA,yes,NA
MVA,Species,NA,included,NA,yes,NA
MVO,Species,NA,included,NA,yes,NA
MVJ,Species,NA,included,NA,yes,NA
MNZ,Nei,genus,included,NA,yes,NA
ANF,Nei,family,included,NA,yes,NA
FRF,Nei,major group,included,yes,yes,NA
GRO,Nei,major group,included,yes,yes,NA
PEL,Nei,major group,included,NA,yes,NA
FIN,Nei,major group,included,yes,yes,NA
MZZ,Nei,major group,included,yes,yes,NA
DPX,Nei,major group,included,NA,yes,NA
PPX,Nei,major group,included,NA,yes,NA
DIA,Nei,major group,included,yes,NA,yes
SKH,Nei,major group,included,NA,yes,NA
SKX,Nei,major group,included,NA,yes,NA
DNF,Nei,family,included,NA,yes,NA
AMS,Species,NA,included,yes,yes,NA
JCM,Species,NA,included,NA,yes,NA
GOO,Nei,genus,included,NA,yes,NA
MBZ,Species,NA,included,NA,yes,NA
PCB,Species,NA,included,NA,yes,NA
ZPE,Species,NA,included,NA,yes,NA
BXL,Species,NA,included,NA,yes,NA
MTS,Species,NA,included,NA,yes,NA
OQM,Species,NA,included,NA,yes,NA
SQY,Nei,family,included,NA,yes,NA
SVX,Nei,order,included,NA,yes,NA
KRI,Species,NA,included,NA,yes,NA
NKR,Species,NA,included,NA,yes,NA
ABS,Species,NA,included,NA,yes,NA
PBA,Species,NA,included,yes,yes,NA
YPS,Species,NA,included,NA,yes,NA
APS,Species,NA,included,NA,yes,NA
PNT,Species,NA,included,yes,yes,NA
KUP,Species,NA,included,yes,yes,NA
PNS,Species,NA,included,yes,yes,NA
PNV,Species,NA,included,yes,yes,NA
GIT,Species,NA,included,yes,yes,NA
PNP,Species,NA,included,yes,NA,yes
FLP,Species,NA,included,yes,yes,NA
TGS,Species,NA,included,yes,yes,NA
PNB,Species,NA,included,NA,yes,NA
TIP,Species,NA,included,yes,yes,NA
PRB,Species,NA,included,yes,NA,yes
PST,Species,NA,included,yes,yes,NA
CSP,Species,NA,included,NA,yes,NA
PNI,Species,NA,included,yes,yes,NA
WKP,Species,NA,included,NA,yes,NA
WWP,Species,NA,included,NA,yes,NA
REP,Species,NA,included,yes,yes,NA
SOP,Species,NA,included,NA,yes,NA
PPS,Species,NA,included,NA,yes,NA
PNU,Species,NA,included,NA,yes,NA
PEN,Nei,genus,included,yes,yes,NA
RRJ,Species,NA,included,NA,yes,NA
MPN,Species,NA,included,yes,yes,NA
MPM,Species,NA,included,yes,NA,yes
ENS,Species,NA,included,NA,yes,NA
SHI,Species,NA,included,NA,yes,NA
MPE,Species,NA,included,yes,NA,yes
MET,Nei,genus,included,yes,yes,NA
DPS,Species,NA,included,NA,yes,NA
GUS,Species,NA,included,NA,yes,NA
NPP,Nei,genus,included,NA,yes,NA
BOB,Species,NA,included,NA,yes,NA
TIT,Species,NA,included,NA,yes,NA
TRV,Species,NA,included,NA,yes,NA
ASH,Species,NA,included,NA,yes,NA
PEZ,Nei,family,included,NA,yes,NA
BOS,Nei,genus,included,NA,yes,NA
SSH,Species,NA,included,NA,yes,NA
ARS,Species,NA,included,NA,yes,NA
ARA,Species,NA,included,NA,yes,NA
ARV,Species,NA,included,NA,yes,NA
AXR,Nei,genus,included,NA,yes,NA
ARI,Nei,family,included,NA,yes,NA
PYX,Species,NA,included,NA,yes,NA
PWY,Species,NA,included,NA,yes,NA
PRA,Species,NA,included,NA,yes,NA
PJK,Species,NA,included,NA,yes,NA
AES,Species,NA,included,NA,yes,NA
DUJ,Species,NA,included,NA,yes,NA
DUK,Species,NA,included,NA,yes,NA
PAN,Nei,genus,included,NA,yes,NA
CHS,Species,NA,included,NA,yes,NA
HUV,Species,NA,included,NA,yes,NA
HZK,Nei,genus,included,NA,yes,NA
LKT,Species,NA,included,NA,yes,NA
LKW,Species,NA,included,NA,yes,NA
NDJ,Species,NA,included,NA,yes,NA
EKR,Species,NA,included,NA,yes,NA
AKS,Species,NA,included,yes,yes,NA
SHS,Nei,family,included,NA,yes,NA
CID,Species,NA,included,yes,NA,yes
EXO,Species,NA,included,NA,yes,NA
NLH,Species,NA,included,NA,yes,NA
NLC,Species,NA,included,NA,yes,NA
PVR,Species,NA,included,yes,NA,yes
PAA,Species,NA,included,yes,yes,NA
PIQ,Species,NA,included,NA,yes,NA
CPR,Species,NA,included,yes,yes,NA
MNX,Species,NA,included,yes,yes,NA
PRF,Species,NA,included,yes,yes,NA
MBM,Species,NA,included,yes,NA,yes
BKR,Species,NA,included,yes,NA,yes
PPF,Nei,genus,included,yes,yes,NA
YFN,Species,NA,included,NA,yes,NA
PPZ,Nei,family,included,yes,yes,NA
PAL,Nei,family,included,yes,yes,NA
CSH,Species,NA,included,NA,yes,NA
CVL,Nei,genus,included,NA,yes,NA
RSH,Species,NA,included,NA,yes,NA
YII,Species,NA,included,NA,yes,NA
LAA,Species,NA,included,NA,yes,NA
RRS,Species,NA,included,NA,yes,NA
SOK,Species,NA,included,NA,yes,NA
KNS,Species,NA,included,NA,yes,NA
JAQ,Species,NA,included,NA,yes,NA
HJD,Species,NA,included,NA,yes,NA
FAC,Species,NA,included,NA,yes,NA
DCP,Nei,order,included,yes,yes,NA
LOJ,Species,NA,included,NA,yes,NA
NUJ,Species,NA,included,yes,NA,yes
LMS,Species,NA,included,yes,NA,yes
NUR,Species,NA,included,NA,yes,NA
SLC,Species,NA,included,yes,yes,NA
LOK,Species,NA,included,NA,yes,NA
LOA,Species,NA,included,NA,yes,NA
NUG,Species,NA,included,NA,yes,NA
SLV,Nei,genus,included,yes,yes,NA
LBC,Species,NA,included,NA,yes,NA
LOF,Species,NA,included,NA,yes,NA
LOG,Species,NA,included,NA,yes,NA
LBT,Species,NA,included,NA,yes,NA
LOR,Species,NA,included,NA,yes,NA
JSN,Species,NA,included,NA,yes,NA
JSP,Species,NA,included,NA,yes,NA
PJH,Species,NA,included,NA,yes,NA
PSL,Species,NA,included,NA,yes,NA
SLO,Species,NA,included,NA,yes,NA
SLN,Species,NA,included,NA,yes,NA
SLS,Species,NA,included,NA,yes,NA
CRW,Nei,genus,included,yes,yes,NA
URW,Species,NA,included,NA,yes,NA
VLO,Nei,family,included,yes,yes,NA
CRD,Species,NA,included,yes,yes,NA
AAS,Species,NA,included,yes,yes,NA
PCL,Species,NA,included,yes,yes,NA
AUP,Species,NA,included,NA,yes,NA
RCW,Species,NA,included,yes,yes,NA
AYA,Species,NA,included,NA,yes,NA
CDT,Species,NA,included,yes,NA,yes
CRP,Species,NA,included,yes,yes,NA
WCC,Species,NA,included,yes,NA,yes
CJF,Nei,family,included,NA,yes,NA
IBA,Species,NA,included,NA,yes,NA
IBC,Species,NA,included,NA,yes,NA
THQ,Species,NA,included,yes,yes,NA
YLL,Species,NA,included,NA,yes,NA
YLA,Species,NA,included,NA,yes,NA
LOS,Nei,family,included,NA,yes,NA
NEM,Species,NA,included,NA,yes,NA
NEA,Species,NA,included,NA,yes,NA
MEC,Species,NA,included,NA,yes,NA
MWF,Nei,genus,included,NA,yes,NA
NEP,Species,NA,included,NA,yes,NA
LBA,Species,NA,included,NA,yes,NA
LBE,Species,NA,included,NA,yes,NA
TQB,Species,NA,included,NA,yes,NA
UOP,Species,NA,included,NA,yes,NA
LOX,Nei,order,included,NA,yes,NA
AYS,Nei,order,included,yes,yes,NA
LQL,Species,NA,included,NA,yes,NA
PQG,Species,NA,included,NA,yes,NA
UDQ,Species,NA,included,NA,yes,NA
CZJ,Species,NA,included,NA,yes,NA
LOQ,Nei,family,included,NA,yes,NA
KCD,Species,NA,included,NA,yes,NA
KCI,Species,NA,included,NA,yes,NA
KCY,Species,NA,included,NA,yes,NA
KCS,Nei,genus,included,NA,yes,NA
KCR,Species,NA,included,NA,yes,NA
KCM,Species,NA,included,NA,yes,NA
KAQ,Species,NA,included,NA,yes,NA
KCZ,Nei,genus,included,NA,yes,NA
PAG,Species,NA,included,NA,yes,NA
KCU,Species,NA,included,NA,yes,NA
KCV,Species,NA,included,NA,yes,NA
KCF,Species,NA,included,NA,yes,NA
KVV,Species,NA,included,NA,yes,NA
PAI,Nei,genus,included,NA,yes,NA
KCX,Nei,family,included,NA,yes,NA
UCD,Species,NA,included,NA,yes,NA
CRK,Species,NA,included,NA,yes,NA
DUN,Species,NA,included,NA,yes,NA
CRE,Species,NA,included,NA,yes,NA
CRJ,Species,NA,included,NA,yes,NA
ROC,Species,NA,included,NA,yes,NA
CWE,Species,NA,included,NA,yes,NA
KPC,Species,NA,included,NA,yes,NA
HWP,Species,NA,included,NA,yes,NA
STC,Species,NA,included,NA,yes,NA
YBX,Nei,genus,included,NA,yes,NA
SCD,Species,NA,included,yes,yes,NA
GAZ,Species,NA,included,yes,yes,NA
CRS,Nei,genus,included,yes,yes,NA
CRB,Species,NA,included,yes,yes,NA
CRZ,Species,NA,included,NA,yes,NA
CAL,Nei,genus,included,yes,NA,yes
CRG,Species,NA,included,yes,yes,NA
CMR,Species,NA,included,yes,yes,NA
MUD,Species,NA,included,yes,yes,NA
YLW,Species,NA,included,yes,NA,yes
YAR,Species,NA,included,yes,NA,yes
LIO,Species,NA,included,NA,yes,NA
QPH,Species,NA,included,NA,yes,NA
SWM,Nei,family,included,yes,NA,yes
ERS,Species,NA,included,yes,yes,NA
MXT,Species,NA,included,NA,yes,NA
SCR,Species,NA,included,yes,yes,NA
CRQ,Species,NA,included,NA,yes,NA
CVB,Species,NA,included,NA,yes,NA
CWJ,Species,NA,included,NA,yes,NA
PCR,Nei,genus,included,NA,yes,NA
HBZ,Species,NA,included,NA,yes,NA
KEM,Species,NA,included,NA,yes,NA
CGE,Species,NA,included,NA,yes,NA
KEF,Species,NA,included,NA,yes,NA
CRR,Species,NA,included,NA,yes,NA
HBN,Species,NA,included,NA,yes,NA
GER,Nei,genus,included,NA,yes,NA
GRQ,Species,NA,included,NA,yes,NA
CRA,Nei,order,included,yes,yes,NA
FCX,Nei,major group,included,yes,yes,NA
CRU,Nei,major group,included,yes,yes,NA
KHX,Nei,genus,included,NA,yes,NA
PEE,Species,NA,included,NA,yes,NA
PER,Nei,genus,included,yes,yes,NA
MUE,Nei,genus,included,NA,yes,NA
BOY,Species,NA,included,NA,yes,NA
RPW,Species,NA,included,NA,yes,NA
RPN,Nei,genus,included,yes,yes,NA
SNE,Species,NA,included,yes,yes,NA
ABF,Species,NA,included,yes,NA,yes
ABJ,Species,NA,included,yes,NA,yes
ABG,Species,NA,included,NA,yes,NA
